from,to,cost
54,57,978.2262276555999
57,54,978.2262276555999
54,200,705.9632883562505
200,54,705.9632883562505
54,203,1017.9840570921283
203,54,1017.9840570921283
54,284,679.860519378819
284,54,679.860519378819
54,287,869.4131908208648
287,54,869.4131908208648
54,292,520.1500787570349
292,54,520.1500787570349
54,310,1004.3701644822926
310,54,1004.3701644822926
55,64,761.00558031652
64,55,761.00558031652
55,85,703.2554312482786
85,55,703.2554312482786
55,151,397.88640230298984
151,55,397.88640230298984
55,234,252.71706218863443
234,55,252.71706218863443
55,298,526.6448568497456
298,55,526.6448568497456
55,318,1553.100648694209
318,55,1553.100648694209
55,359,592.2612067337936
359,55,592.2612067337936
55,565,638.1083114338429
565,55,638.1083114338429
56,81,447.5347598487097
81,56,447.5347598487097
56,99,904.349764393291
99,56,904.349764393291
56,104,893.6642135883785
104,56,893.6642135883785
56,204,359.0634087905138
204,56,359.0634087905138
56,308,236.29375019210718
308,56,236.29375019210718
57,62,467.32622035030374
62,57,467.32622035030374
57,116,604.8929457489354
116,57,604.8929457489354
57,191,613.7975965845153
191,57,613.7975965845153
57,194,852.3683444898038
194,57,852.3683444898038
57,292,907.6483480979382
292,57,907.6483480979382
57,310,443.45987193288005
310,57,443.45987193288005
58,132,700.9082526674092
132,58,700.9082526674092
58,161,925.6589342911576
161,58,925.6589342911576
58,216,1047.7689395623352
216,58,1047.7689395623352
58,250,858.2050098473134
250,58,858.2050098473134
58,315,695.0108055330392
315,58,695.0108055330392
58,341,313.4710971752934
341,58,313.4710971752934
59,69,382.67300074283065
69,59,382.67300074283065
59,72,855.2029169546087
72,59,855.2029169546087
59,79,256.72291236111886
79,59,256.72291236111886
59,84,254.20309447998574
84,59,254.20309447998574
59,88,535.0152195413743
88,59,535.0152195413743
59,98,607.6345482482171
98,59,607.6345482482171
59,119,479.93249556787697
119,59,479.93249556787697
59,147,523.9037612656066
147,59,523.9037612656066
59,157,427.32890021054817
157,59,427.32890021054817
60,75,388.54505529454985
75,60,388.54505529454985
60,99,805.8250533266439
99,60,805.8250533266439
60,113,369.52812397619095
113,60,369.52812397619095
60,205,748.1972946748871
205,60,748.1972946748871
60,279,345.9838146639693
279,60,345.9838146639693
60,304,451.7522774813068
304,60,451.7522774813068
60,320,568.3354416378202
320,60,568.3354416378202
60,326,549.3829742637753
326,60,549.3829742637753
61,65,529.7193347138324
65,61,529.7193347138324
61,67,294.94477113368
67,61,294.94477113368
61,91,491.47849896951254
91,61,491.47849896951254
61,93,371.22442288599547
93,61,371.22442288599547
61,94,660.692305209867
94,61,660.692305209867
61,95,775.4687462188978
95,61,775.4687462188978
61,152,199.95742153083353
152,61,199.95742153083353
61,172,565.7205347753767
172,61,565.7205347753767
61,173,381.918862298391
173,61,381.918862298391
61,378,635.2914787375906
378,61,635.2914787375906
62,116,679.512572122303
116,62,679.512572122303
62,141,471.0545180782752
141,62,471.0545180782752
62,142,698.8974371722173
142,62,698.8974371722173
62,143,989.8962259816857
143,62,989.8962259816857
62,194,389.6943188773595
194,62,389.6943188773595
62,200,737.6992430841128
200,62,737.6992430841128
62,310,901.9475536029938
310,62,901.9475536029938
63,70,625.5835007529927
70,63,625.5835007529927
63,72,751.4097753372773
72,63,751.4097753372773
63,76,408.0346962474822
76,63,408.0346962474822
63,84,647.4857602048601
84,63,647.4857602048601
63,98,362.3388920601969
98,63,362.3388920601969
63,179,494.1500114898586
179,63,494.1500114898586
63,198,414.2856364366746
198,63,414.2856364366746
63,213,291.8471908836864
213,63,291.8471908836864
63,323,793.7434666097091
323,63,793.7434666097091
64,85,856.3079464915306
85,64,856.3079464915306
64,106,906.1847843926133
106,64,906.1847843926133
64,151,443.65450743658613
151,64,443.65450743658613
64,161,445.0909764144169
161,64,445.0909764144169
64,199,777.7358214169842
199,64,777.7358214169842
64,250,304.41621445037396
250,64,304.41621445037396
64,315,613.6218857008625
315,64,613.6218857008625
64,341,882.8435360191969
341,64,882.8435360191969
65,67,255.92624154830153
67,65,255.92624154830153
65,69,245.5601647932041
69,65,245.5601647932041
65,79,353.8472602258445
79,65,353.8472602258445
65,84,490.2241890716812
84,65,490.2241890716812
65,93,256.18385167565185
93,65,256.18385167565185
65,98,608.9319813699497
98,65,608.9319813699497
65,120,642.9987490165935
120,65,642.9987490165935
65,157,304.30301540459203
157,65,304.30301540459203
65,172,271.56581302063876
172,65,271.56581302063876
65,173,268.6997247983986
173,65,268.6997247983986
65,179,526.3140918596586
179,65,526.3140918596586
66,72,608.8675697285365
72,66,608.8675697285365
66,80,974.4541783326778
80,66,974.4541783326778
66,97,284.6695583937073
97,66,284.6695583937073
66,119,586.6163642320398
119,66,586.6163642320398
66,193,440.06585092165915
193,66,440.06585092165915
66,336,828.2840557913091
336,66,828.2840557913091
66,563,591.832827210554
563,66,591.832827210554
67,69,412.3751490128642
69,67,412.3751490128642
67,93,244.2116491506061
93,67,244.2116491506061
67,152,481.1048377194249
152,67,481.1048377194249
67,157,406.72125472418156
157,67,406.72125472418156
67,172,287.66736524815536
172,67,287.66736524815536
67,173,119.72387882750922
173,67,119.72387882750922
68,78,607.830615431795
78,68,607.830615431795
68,176,478.1455565279729
176,68,478.1455565279729
68,178,706.1389054634932
178,68,706.1389054634932
68,261,698.8631891295591
261,68,698.8631891295591
69,79,126.83239051811225
79,69,126.83239051811225
69,84,392.2612472012526
84,69,392.2612472012526
69,93,498.8003829508929
93,69,498.8003829508929
69,98,649.1659377953971
98,69,649.1659377953971
69,157,103.447803910646
157,69,103.447803910646
69,172,197.67994231473713
172,69,197.67994231473713
69,173,345.79038425863166
173,69,345.79038425863166
70,76,418.820659002366
76,70,418.820659002366
70,120,576.3476061318247
120,70,576.3476061318247
70,131,597.6564219757421
131,70,597.6564219757421
70,179,587.0659473542892
179,70,587.0659473542892
70,198,731.6408058057485
198,70,731.6408058057485
70,213,467.26817946127693
213,70,467.26817946127693
70,323,535.9896942259196
323,70,535.9896942259196
71,86,297.0305662555318
86,71,297.0305662555318
71,147,517.0175825082214
147,71,517.0175825082214
71,175,418.08420892893173
175,71,418.08420892893173
71,178,440.7135141593715
178,71,440.7135141593715
72,80,534.2450763234297
80,72,534.2450763234297
72,84,836.006462888766
84,72,836.006462888766
72,169,858.4618132140016
169,72,858.4618132140016
72,336,866.2936398991015
336,72,866.2936398991015
73,92,565.7424964238487
92,73,565.7424964238487
73,125,553.9658137906383
125,73,553.9658137906383
73,130,305.61785366913006
130,73,305.61785366913006
73,144,604.0615176831888
144,73,604.0615176831888
73,155,356.9333388849509
155,73,356.9333388849509
73,156,480.80598075780284
156,73,480.80598075780284
73,159,660.0811024876231
159,73,660.0811024876231
73,163,682.8231485106456
163,73,682.8231485106456
74,80,655.5800807636041
80,74,655.5800807636041
74,169,541.6007961012169
169,74,541.6007961012169
74,191,965.6608287846085
